FADOB PHARMACY & STORES
Stock Status
From 1-1-2026 to 23-2-2026
All Items,All MC
Item Details,Parent Group,Unit,Op.Qty,Op.Amt.,Purc.,Amt.In,Qty In(Others),Amt.In(Others),Sale,Amt.Out,Qty.Out (Others),Amt.Out(Others),Cl. Qty,Cl. Amt.
"SELENIUM 200MCG X100 HEALTHPATH",PHARMACY,Pcs.,1,"6,000.00",0,0.00,0,0.00,0,0.00,0,0.00,1,"6,000.00"
"SELENIUM ACE+D WASSEN PACK",PHARMACY,Pcs.,9,0.00,0,0.00,0,0.00,0,0.00,0,0.00,9,0.00
"SENAMET 250+25MG TAB BLISTER",PHARMACY,Pcs.,3,"8,340.00",0,0.00,0,0.00,0,0.00,0,0.00,3,"8,340.00"
"SENDINOR-2 TABS 75MG PACK",System,Pcs.,-3,0.00,0,0.00,0,0.00,0,0.00,0,0.00,-3,0.00
"SENSODYNE DAILY CARE 75ML TUBE",HOUSEHOLD ITEMS,Pcs.,19,"54,634.83",0,0.00,0,0.00,0,0.00,0,0.00,19,"54,634.83"
"SENSODYNE EXTRA FRESH",HOUSEHOLD ITEMS,Pack.,9,"23,250.01",0,0.00,0,0.00,5,"15,500.00",0,0.00,4,"10,333.34"
"SENSODYNE EXTRA WHITENING 75MLS",HOUSEHOLD ITEMS,Pcs.,5,"15,000.00",0,0.00,0,0.00,2,"7,000.00",0,0.00,3,"9,000.00"
"SENSODYNE MULTICARE PLUS WHITENING",HOUSEHOLD ITEMS,Pcs.,7,"14,583.34",0,0.00,0,0.00,0,0.00,0,0.00,7,"14,583.34"
"SENSODYNE RAPID ACTION 75ML TUBE",HOUSEHOLD ITEMS,Pcs.,18,"51,854.78",0,0.00,0,0.00,6,"22,200.00",0,0.00,12,"34,569.86"
"SENSODYNE RAPID RELIEF 100ML TUBE",HOUSEHOLD ITEMS,Pcs.,9,"20,892.84",0,0.00,0,0.00,0,0.00,0,0.00,9,"20,892.84"
"SENSODYNE REPAIR AND PROTECT TUBE",HOUSEHOLD ITEMS,Pcs.,9,"25,500.02",0,0.00,0,0.00,6,"20,400.00",0,0.00,3,"8,500.01"
"SENSODYNE TOOTHBRUSH",HOUSEHOLD ITEMS,Pcs.,7,"5,833.34",0,0.00,0,0.00,2,"2,200.00",0,0.00,5,"4,166.68"
"SEPTRIN 480MG TAB  (GLAXO) X 10 BLISTER",System,Pcs.,-4,0.00,0,0.00,0,0.00,0,0.00,0,0.00,-4,0.00
"SERADEX TABS X 10 PACK",System,Pcs.,-1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,-1,0.00
"SERETIDE DISKUS INHALER 250MCG PACK",PHARMACY,Pcs.,1,"15,612.76",2,"32,760.00",0,0.00,1,"22,000.00",0,0.00,2,"32,760.00"
"SEROXAT TABS 20MG X30 PACK",PHARMACY,Pack.,7,"17,282.86",0,0.00,0,0.00,0,0.00,0,0.00,7,"17,282.86"
"SERVETTE X 1 PACK",System,Pcs.,3,240.00,0,0.00,0,0.00,0,0.00,0,0.00,3,240.00
"SETRAL 50MG PACK",PHARMACY,Pack.,5,"10,669.00",0,0.00,0,0.00,0,0.00,0,0.00,5,"10,669.00"
"SEVEN SEAS CLO 1-A-DAY X60",PHARMACY,Pack.,1,"15,500.00",0,0.00,0,0.00,0,0.00,0,0.00,1,"15,500.00"
"SEVEN SEAS CLO ONE-A-DAY X120CAPS",PHARMACY,Pack.,1,"22,000.00",0,0.00,0,0.00,0,0.00,0,0.00,1,"22,000.00"
"SEVEN SEAS SYR 300ML BOTTLE",System,Pcs.,1,"5,500.00",0,0.00,0,0.00,0,0.00,0,0.00,1,"5,500.00"
"S-FIN SYR IBUPROFEN",PHARMACY,Pcs.,6,"6,000.00",20,"20,000.00",0,0.00,20,"27,900.00",0,0.00,6,"6,000.00"
"SHALARTEM DISPERSABLE X6",System,Pcs.,23,"6,808.00",0,0.00,0,0.00,1,600.00,0,0.00,22,"6,512.00"
"SHALARTEM FORTE 80/480",PHARMACY,Pcs.,35,"30,912.59",60,"49,800.00",0,0.00,47,"70,500.00",0,0.00,48,"39,520.31"
"SHALARTEM SUSPENSION",PHARMACY,Pcs.,1,"1,356.67",0,0.00,0,0.00,0,0.00,0,0.00,1,"1,356.67"
"SHALARTEM X12",PHARMACY,Pcs.,10,"5,174.87",20,"10,500.00",0,0.00,10,"8,000.00",0,0.00,20,"10,449.90"
"SHALARTEM X18",PHARMACY,Pcs.,43,"27,565.85",10,"6,250.00",0,0.00,15,"15,000.00",0,0.00,38,"24,235.89"
"SHALARTEM X24",PHARMACY,Pcs.,62,"38,283.38",0,0.00,0,0.00,18,"18,000.00",0,0.00,44,"27,168.90"
"SHALTOUX 4 WAYS SYR",PHARMACY,Pcs.,-1,"-1,500.00",15,"12,750.00",0,0.00,18,"27,000.00",0,0.00,-4,"-6,000.00"
"SHALTOUX CHESTY COUGH SYR",PHARMACY,Pcs.,2,"1,500.00",20,"16,000.00",0,0.00,27,"40,500.00",0,0.00,-5,"-7,500.00"
"SHALTOUX LOZENGES  X 250 PCS",PHARMACY,Pcs.,"1,813","76,755.96","1,560","67,200.00",0,0.00,"1,345","80,700.00",0,0.00,"2,028","86,598.93"
"SHALTOUX LOZENGES X20",PHARMACY,Pcs.,-5,"-1,000.00",0,0.00,0,0.00,0,0.00,0,0.00,-5,"-1,000.00"
"SHALZIN 500MG X 3",PHARMACY,Pack.,1,"1,250.00",0,0.00,0,0.00,0,0.00,0,0.00,1,"1,250.00"
"SHALZIN SUSP",PHARMACY,Pcs.,1,"1,300.00",0,0.00,0,0.00,0,0.00,0,0.00,1,"1,300.00"
"SHORT BREAD (SMALL SIZE) 100G SACHET",CHOCOLATES,Pcs.,15,"14,375.00",0,0.00,0,0.00,0,0.00,0,0.00,15,"14,375.00"
"SHORT BREAD BUSICUIT B/S 280G PACK",CHOCOLATES,Pcs.,-8,"-17,666.66",0,0.00,0,0.00,0,0.00,0,0.00,-8,"-17,666.66"
"SHORT BREAD M/S 200G PACK",CHOCOLATES,Pcs.,20,"33,333.33",0,0.00,0,0.00,0,0.00,0,0.00,20,"33,333.33"
"SHORTBREAD 125mg",CHOCOLATES,Pcs.,-6,"-6,922.60",0,0.00,0,0.00,0,0.00,0,0.00,-6,"-6,922.60"
"SILAPEN TAB PACK",PHARMACY,Pcs.,6,"2,520.00",0,0.00,0,0.00,6,"4,200.00",0,0.00,0,0.00
"SILICON DIOXIDE GEL 10G TUBE",System,Pcs.,4,"7,012.22",3,"5,280.00",0,0.00,2,"5,000.00",0,0.00,5,"8,786.11"
"SILVER BIRD OIL 28ML BOTTLE",PHARMACY,Pcs.,9,"37,490.54",12,"52,560.00",0,0.00,15,"87,000.00",0,0.00,6,"25,958.43"
"SILVER SULPHADIAZINE CREAM FIDSON",PHARMACY,Pcs.,5,"2,750.00",10,"5,500.00",0,0.00,4,"8,000.00",0,0.00,11,"6,050.00"
"SILVERCARE PLUS UNDERPADS PACK",PHARMACY,Pcs.,1,"1,750.00",0,0.00,0,0.00,0,0.00,0,0.00,1,"1,750.00"
"SILYBON 140MG X30 PACK",System,Pcs.,0,0.00,2,"11,220.00",0,0.00,3,"23,100.00",0,0.00,-1,"-7,700.00"
"SILYBON 70MG X30 PACK",System,Pcs.,2,"4,000.00",0,0.00,0,0.00,0,0.00,0,0.00,2,"4,000.00"
"SIMVASTATIN (CRESCENT) 40MG X28 SACHET",PHARMACY,Pcs.,6,"2,955.00",0,0.00,0,0.00,0,0.00,0,0.00,6,"2,955.00"
"SIMVASTATIN 10MG CRESCENT BLISTER",PHARMACY,Pcs.,4,"5,000.00",10,"12,500.00",0,0.00,4,"7,600.00",0,0.00,10,"12,500.00"
"SIMVASTATIN 20MG CRESCENT BLISTER",PHARMACY,Pcs.,6,"9,000.00",0,0.00,0,0.00,2,"4,600.00",0,0.00,4,"6,000.00"
"SIMVASTATIN(TEVA) TABS 20MG X 2 BLISTER",PHARMACY,Pcs.,-4,0.00,0,0.00,0,0.00,0,0.00,0,0.00,-4,0.00
"SINAMET BLISTER",PHARMACY,Pcs.,-16,"-41,100.00",12,"27,300.00",0,0.00,6,"19,200.00",0,0.00,-10,"-28,300.00"
"SINEMET TABS 275MG X 50 BLISTER",PHARMACY,Pcs.,10,"18,666.67",0,0.00,0,0.00,0,0.00,0,0.00,10,"18,666.67"
"SINUFED  50ML SYR BOTTLE",PHARMACY,Pcs.,7,"4,512.56",0,0.00,0,0.00,1,"1,000.00",0,0.00,6,"3,867.91"
"SINUFED TAB X 100 BLISTER",PHARMACY,Pcs.,60,"53,158.08",0,0.00,0,0.00,22,"33,000.00",0,0.00,38,"33,666.75"
"SIRDALUD TABS 2MG X 30 BLISTER",PHARMACY,Pcs.,2,"5,993.33",0,0.00,0,0.00,6,"25,200.00",0,0.00,-4,"-15,596.66"
"SIRDALUD TABS 4MG X 30 BLISTER",PHARMACY,Pcs.,23,"107,346.58",0,0.00,0,0.00,5,"39,500.00",0,0.00,18,"84,010.38"
"SIVO OFLOXACIN 400MG X 10",PHARMACY,Pcs.,10,"6,028.69",0,0.00,0,0.00,0,0.00,0,0.00,10,"6,028.69"
"SIVORAMIPRIL 10MG BLISTER",System,Pcs.,15,"7,250.00",0,0.00,0,0.00,3,"2,100.00",0,0.00,12,"5,800.01"
"SIVORAMYCIN SUSP AZITHROMYCIN",PHARMACY,Pcs.,0,0.00,10,"16,000.00",0,0.00,0,0.00,0,0.00,10,"16,000.00"
"SIVOROMYCIN 500MG X10 AZITHROMYCIN",PHARMACY,Pcs.,-16,"-52,800.00",0,0.00,0,0.00,1,"3,300.00",0,0.00,-17,"-56,100.00"
"SIVOTHEOTAMOL TAB X100",PHARMACY,Pcs.,96,"3,792.43",0,0.00,0,0.00,0,0.00,0,0.00,96,"3,792.43"
"SKIMATE CREAM 20G KETOCONAZOLE",PHARMACY,Pcs.,10,"6,500.00",15,"9,225.00",0,0.00,12,"12,000.00",0,0.00,13,"8,298.34"
"SKIN DOCTOR CLEANSER B/S X 1 JAR",System,Pcs.,1,"1,166.66",0,0.00,0,0.00,0,0.00,0,0.00,1,"1,166.66"
"SKINEAL CREAM 15G X 1 TUBE",PHARMACY,Pcs.,51,"55,664.58",60,"65,000.00",0,0.00,56,"85,800.00",0,0.00,55,"59,495.72"
"SKITTLES 45G",CHOCOLATES,Pcs.,7,"7,039.78",72,"76,000.00",0,0.00,4,"5,200.00",0,0.00,75,"78,835.23"
"SLIM HERBAL TEA X 1 PACK",System,Pcs.,-1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,-1,0.00
"SLOW K TABS  X 50 PCS",System,Pcs.,4,"3,248.00",0,0.00,0,0.00,0,0.00,0,0.00,4,"3,248.00"
"SMA GOLD 1 450G TIN",FOOD ITEMS,Pcs.,5,"64,583.32",0,0.00,0,0.00,2,"31,000.00",0,0.00,3,"38,750.00"
"SMA GOLD 1 800G TIN",FOOD ITEMS,Pcs.,13,"297,291.67",0,0.00,0,0.00,0,0.00,0,0.00,13,"297,291.67"
"SMA GOLD 2 450G TIN",FOOD ITEMS,Pcs.,25,"307,112.08",0,0.00,0,0.00,0,0.00,0,0.00,25,"307,112.08"
"SMA GOLD 2 900G TIN",FOOD ITEMS,Pcs.,-2,"-57,600.00",0,0.00,0,0.00,1,"28,800.00",0,0.00,-3,"-86,400.00"
"SMA GOLD 3 400G TIN",FOOD ITEMS,Pcs.,18,"174,900.02",0,0.00,0,0.00,0,0.00,0,0.00,18,"174,900.02"
"SMA GOLD 3 900G TIN",FOOD ITEMS,Pcs.,12,"271,350.00",0,0.00,0,0.00,1,"26,000.00",0,0.00,11,"248,737.50"
"SMART BODY SPRAY 150ML CAN",COSMETICS,Pcs.,8,"12,524.68",0,0.00,0,0.00,1,"2,700.00",0,0.00,7,"10,959.10"
"SMART CARE 3 IN 1 BRUSH",HOUSEHOLD ITEMS,Pcs.,23,"7,666.67",0,0.00,0,0.00,0,0.00,0,0.00,23,"7,666.67"
"SMART CARE ULTIMATE BRUSH",HOUSEHOLD ITEMS,Pcs.,23,"5,750.00",0,0.00,0,0.00,0,0.00,0,0.00,23,"5,750.00"
"SMART PERFUME 100ML",COSMETICS,Pcs.,4,"18,000.00",0,0.00,0,0.00,1,"5,500.00",0,0.00,3,"13,500.00"
"SMARTIES X 4 JAR",CHOCOLATES,Pcs.,150,"155,161.11",0,0.00,0,0.00,42,"54,600.00",0,0.00,108,"111,715.92"
"SMIVASTATIN 10MG X 28 TABS (SK)",PHARMACY,Pcs.,10,"1,650.00",0,0.00,0,0.00,0,0.00,0,0.00,10,"1,650.00"
"SNICKERS 50G",CHOCOLATES,Pcs.,199,"182,425.34",48,"44,000.00",0,0.00,90,"108,000.00",0,0.00,157,"143,921.90"
"SNICKERS MINIATURES 220G PACK",CHOCOLATES,Pcs.,-18,"-30,600.00",0,0.00,0,0.00,0,0.00,0,0.00,-18,"-30,600.00"
"SNIPER LIQUID 1LITRE 1 LITRE",HOUSEHOLD ITEMS,Pcs.,-3,"-36,200.00",0,0.00,0,0.00,2,"26,400.00",0,0.00,-5,"-62,600.00"
"SNIPER LIQUID 250ML BOTTLE",HOUSEHOLD ITEMS,Pcs.,-8,"-29,600.00",0,0.00,0,0.00,0,0.00,0,0.00,-8,"-29,600.00"
"SNIPER SPRAY 300ML TIN",HOUSEHOLD ITEMS,Pcs.,30,"49,415.55",0,0.00,0,0.00,2,"4,000.00",0,0.00,28,"46,121.18"
"SNIPER SPRAY 600MLS",HOUSEHOLD ITEMS,Pcs.,21,"47,950.00",0,0.00,0,0.00,0,0.00,0,0.00,21,"47,950.00"
"SO FINE HAIR CREAM S/S 100G PCS",COSMETICS,Pcs.,11,"10,541.67",0,0.00,0,0.00,2,"2,600.00",0,0.00,9,"8,625.01"
"SODAMINT TABS 300MG X 1000 X 10 PCS",PHARMACY,Pcs.,180,417.33,950,"2,300.00",0,0.00,370,"3,700.00",0,0.00,760,"1,827.58"
"SOFTCARE DIAPER BLUE ECO",HOUSEHOLD ITEMS,Pcs.,4,"22,000.00",4,"22,200.00",0,0.00,1,"6,300.00",0,0.00,7,"38,700.00"
"SOFTCARE DIAPER BLUE JUMBO",HOUSEHOLD ITEMS,Pcs.,4,"40,000.00",8,"80,800.00",0,0.00,2,"23,000.00",0,0.00,10,"100,800.00"
"SOFTCARE DIAPER BLUE S/S",HOUSEHOLD ITEMS,Pcs.,26,"26,000.00",0,0.00,0,0.00,1,"1,200.00",0,0.00,25,"25,000.00"
"SOFTCARE DIAPER WHITE ECO",HOUSEHOLD ITEMS,Pcs.,23,"131,100.00",0,0.00,0,0.00,3,"19,800.00",0,0.00,20,"114,000.00"
"SOFTCARE DIAPER WHITE JUMBO",HOUSEHOLD ITEMS,Pcs.,9,"98,890.91",9,"96,000.00",0,0.00,4,"50,800.00",0,0.00,14,"150,939.39"
"SOFTCARE DIAPER WHITE S/S",HOUSEHOLD ITEMS,Pcs.,29,"30,160.00",10,"10,000.00",0,0.00,1,"1,200.00",0,0.00,38,"39,120.00"
"SOFTCARE PAD B/S",HOUSEHOLD ITEMS,Pcs.,98,"177,094.24",24,"39,000.00",0,0.00,9,"18,000.00",0,0.00,113,"199,906.52"
"SOFTCARE PAD S/S",HOUSEHOLD ITEMS,Pcs.,100,"51,806.26",24,"13,000.00",0,0.00,3,"2,100.00",0,0.00,121,"63,252.08"
"SOFTWARE TISSUE X 1 PACK",System,Pcs.,1,291.67,0,0.00,0,0.00,0,0.00,0,0.00,1,291.67
"SOLAMOL 2MG SALBUTAMOL TAB",PHARMACY,Pcs.,10,"1,099.82",0,0.00,0,0.00,0,0.00,0,0.00,10,"1,099.82"
"SOLIFEN 10MG SOLIFENACIN BLISTER",PHARMACY,Pcs.,13,"58,783.34",0,0.00,0,0.00,3,"18,300.00",0,0.00,10,"45,217.95"
"SOLIFEN 5MG BLISTER",PHARMACY,Pcs.,15,"49,334.22",0,0.00,0,0.00,3,"13,500.00",0,0.00,12,"39,467.38"
"SOLOTONE AMINO SYR BOTTLE",PHARMACY,Pcs.,1,"2,350.00",0,0.00,0,0.00,1,"3,200.00",0,0.00,0,0.00
"SOLOTONE PLUS CAPS  X 30 SACHET",PHARMACY,Pcs.,2,650.00,0,0.00,0,0.00,0,0.00,0,0.00,2,650.00
"SOLOTONE TABS PACK",PHARMACY,Pcs.,7,"1,862.38",0,0.00,0,0.00,0,0.00,0,0.00,7,"1,862.38"
"SOREPILS LOZENGES X24 SACHET",PHARMACY,Pcs.,-18,"-21,600.00",80,"64,000.00",0,0.00,40,"48,000.00",0,0.00,22,"17,600.00"
"SOREPILS PIECES",PHARMACY,Pcs.,-648,"-37,440.00",600,"26,790.00",0,0.00,555,"33,300.00",0,0.00,-603,"-30,116.75"
"SORESIL LOZENGES PER PIECES",PHARMACY,Pcs.,272,"5,984.00",0,0.00,0,0.00,5,250.00,0,0.00,267,"5,874.00"
"SOSA 1 LITER",DRINKS AND BEVERAGES,Pcs.,-1,"-1,100.00",0,0.00,0,0.00,0,0.00,0,0.00,-1,"-1,100.00"
"SOSA 33CL",DRINKS AND BEVERAGES,Pcs.,12,"3,509.22",0,0.00,0,0.00,0,0.00,0,0.00,12,"3,509.22"
"SOUL MATE HAIR CREAM 100G JAR",COSMETICS,Pcs.,10,"9,166.66",0,0.00,0,0.00,1,"1,300.00",0,0.00,9,"8,249.99"
"SOUL MATE HAIR CREAM 180G",HOUSEHOLD ITEMS,Pcs.,5,"7,916.67",0,0.00,0,0.00,2,"4,400.00",0,0.00,3,"4,750.00"
"SOUL MATE HAIR CREAM 52G",HOUSEHOLD ITEMS,Pcs.,12,"5,500.00",0,0.00,0,0.00,1,700.00,0,0.00,11,"5,041.67"
"SPARTAN C WHITE  (KUNIMED) TABS JAR",PHARMACY,Pcs.,51,"44,455.42",156,"135,120.00",0,0.00,99,"118,800.00",0,0.00,108,"94,783.50"
"SPEC D SYR 5000IU/5ML 100ML BOTTLE",PHARMACY,Pcs.,-1,"-1,100.00",0,0.00,0,0.00,0,0.00,0,0.00,-1,"-1,100.00"
"SPIROCARD (SPIRONOLACTONE 25MG) BLISTER",PHARMACY,Pcs.,8,"7,704.00",0,0.00,0,0.00,8,"11,200.00",0,0.00,0,0.00
"SPIRONOLACTONE 25MG TEVA BLISTER",PHARMACY,Pcs.,-3,"-7,000.00",0,0.00,0,0.00,0,0.00,0,0.00,-3,"-7,000.00"
"SPLASH SWEET PCS",CHOCOLATES,Pcs.,"1,294","46,311.30",0,0.00,0,0.00,446,"11,150.00",0,0.00,848,"30,349.11"
"SPORIDEX CAPS 500MG X 10 PACK",PHARMACY,Pcs.,3,"5,752.22",5,"11,250.00",0,0.00,5,"15,600.00",0,0.00,3,"6,583.70"
"SPORIDEX SUSP 125MG/5ML 100ML BOTTLE",PHARMACY,Pcs.,7,"14,340.71",23,"45,600.00",0,0.00,14,"38,700.00",0,0.00,16,"31,883.30"
"SPORIDEX SUSP 250MG/5ML 100ML BOTTLE",PHARMACY,Pcs.,1,"2,600.00",3,"7,800.00",0,0.00,5,"18,000.00",0,0.00,-1,"-3,600.00"
"SPRITE 50CL BOTTLE",DRINKS AND BEVERAGES,Pcs.,17,"6,004.48",0,0.00,0,0.00,3,"1,500.00",0,0.00,14,"4,944.87"
"SPRITE CAN",DRINKS AND BEVERAGES,Pcs.,38,"15,433.89",0,0.00,0,0.00,8,"4,800.00",0,0.00,30,"12,184.65"
"SPRITE MAMA",DRINKS AND BEVERAGES,Pcs.,-1,-300.00,0,0.00,0,0.00,0,0.00,0,0.00,-1,-300.00
"ST LOUIS SUGAR 500G PACK",FOOD ITEMS,Pcs.,-1,"-1,100.00",0,0.00,0,0.00,0,0.00,0,0.00,-1,"-1,100.00"
"STERILE ANTIBIOTIC TULLE FRAMYCETIN",PHARMACY,Pcs.,85,"15,381.86",0,0.00,0,0.00,5,"1,500.00",0,0.00,80,"15,041.10"
"STERILED ABSORBENT GAUZE SWABS",PHARMACY,Pcs.,-60,"-12,000.00",0,0.00,0,0.00,0,0.00,0,0.00,-60,"-12,000.00"
"STIMUNO FORTE CAPS X 30 PACK",PHARMACY,Pcs.,7,"32,619.93",0,0.00,0,0.00,1,"8,500.00",0,0.00,6,"27,959.94"
"STIMUNO SYR 100ML BOTTLE",PHARMACY,Pcs.,1,"2,300.00",0,0.00,0,0.00,0,0.00,0,0.00,1,"2,300.00"
"STREPSILS INTENSIVE LOZ X16",PHARMACY,Pcs.,-3,"-10,500.00",12,"33,570.00",0,0.00,0,0.00,0,0.00,9,"25,177.50"
"STREPSILS LOZENGES X12 SACHET",PHARMACY,Pcs.,30,"66,215.97",40,"88,500.00",0,0.00,23,"71,300.00",0,0.00,47,"103,643.95"
"STREPSILS LOZENGES X2 PIECES",PHARMACY,Pcs.,4,"1,031.63",36,"9,150.00",0,0.00,29,"10,150.00",0,0.00,11,"2,795.84"
"STREPTOMYCIN (UNBRANDED)  INJ VIALS",PHARMACY,Pcs.,10,"5,900.00",0,0.00,0,0.00,0,0.00,0,0.00,10,"5,900.00"
"STRESS DEFENCE X 30 TABS JAR",System,Pcs.,1,"4,985.00",0,0.00,0,0.00,0,0.00,0,0.00,1,"4,985.00"
"STROVID 400MG OFLOXACIN",PHARMACY,Pcs.,-17,"-15,400.00",0,0.00,0,0.00,1,"1,500.00",0,0.00,-18,"-16,900.00"
"STUGERON TABS 25MG X 50 BLISTER",PHARMACY,Pcs.,25,"11,327.66",25,"17,500.00",0,0.00,7,"14,000.00",0,0.00,43,"25,253.35"
"SUDOCREAM  250G JAR",COSMETICS,Pcs.,-3,"-13,100.00",3,"28,050.00",0,0.00,3,"38,100.00",0,0.00,-3,"-38,100.00"
"SUDOCREAM 60G JAR",COSMETICS,Pcs.,3,"12,954.16",3,"14,100.00",0,0.00,2,"13,000.00",0,0.00,4,"18,036.10"
"SUDOCREAM CREAM  125G JAR",COSMETICS,Pcs.,3,"17,229.73",0,0.00,0,0.00,0,0.00,0,0.00,3,"17,229.73"
"SUDREX TABS X 20 SACHET",PHARMACY,Pcs.,57,"25,228.51",20,"10,300.00",0,0.00,25,"16,200.00",0,0.00,52,"24,173.79"
"SUITROX 250MG TABS  X 6 PACK",PHARMACY,Pcs.,1,"1,959.18",0,0.00,0,0.00,0,0.00,0,0.00,1,"1,959.18"
"SUITROX 500 X3 PACK",PHARMACY,Pcs.,1,"3,525.00",0,0.00,0,0.00,0,0.00,0,0.00,1,"3,525.00"
"SULPHATRIAD TABS 500MG X 500 PCS",PHARMACY,Pcs.,-61,0.00,0,0.00,0,0.00,0,0.00,0,0.00,-61,0.00
"SUMATRIPTAN TAB 50MG PACK",PHARMACY,Pcs.,0,0.00,2,"16,300.00",0,0.00,0,0.00,0,0.00,2,"16,300.00"
"SUMO-AKTIV SYRUP 200MLS",PHARMACY,Pcs.,0,0.00,0,0.00,0,0.00,1,"3,500.00",0,0.00,-1,"-3,500.00"
"SUNNY 2 IN 1 BRUSH",HOUSEHOLD ITEMS,Pcs.,12,"3,500.00",0,0.00,0,0.00,0,0.00,0,0.00,12,"3,500.00"
"SUPER 2 BISCUIT",CHOCOLATES,Pcs.,524,"83,694.59",0,0.00,0,0.00,150,"30,000.00",0,0.00,374,"59,736.22"
"SUPER APETI SYR 200ML X 1 BOTTLE",PHARMACY,Pcs.,20,"30,950.41",0,0.00,0,0.00,14,"30,800.00",0,0.00,6,"9,285.13"
"SUPER APETI TABS 4MG PACK",PHARMACY,Pcs.,11,"2,049.90",50,"9,600.00",0,0.00,45,"13,500.00",0,0.00,16,"3,063.79"
"SUPER BLEND GREEN TEA",PHARMACY,Pcs.,1,"1,614.00",0,0.00,0,0.00,0,0.00,0,0.00,1,"1,614.00"
"SUPER CALCIUM 600 + D3 400 N/F JAR X100",PHARMACY,Pcs.,2,"18,800.00",2,"18,800.00",0,0.00,2,"26,400.00",0,0.00,2,"18,800.00"
"SUPER CALCIUM 600+D3 400 HEALTHPATH JAR",PHARMACY,Pcs.,1,"5,350.00",0,0.00,0,0.00,0,0.00,0,0.00,1,"5,350.00"
"SUPER COMMANDO",DRINKS AND BEVERAGES,Pcs.,6,0.00,0,0.00,0,0.00,0,0.00,0,0.00,6,0.00
"SUPER IMMUN C CAP XSACHET BLISTER",PHARMACY,Pcs.,27,"41,847.21",16,"26,624.00",0,0.00,1,"2,300.00",0,0.00,42,"66,878.86"
"SUPER IMMUN C X JAR JAR",PHARMACY,Pcs.,5,"55,074.31",4,"45,400.00",0,0.00,3,"44,700.00",0,0.00,6,"67,429.73"
"SUPER IMMUN C X20 EFFERVERSCENT JAR",PHARMACY,Pcs.,1,"3,701.66",12,"45,600.00",0,0.00,1,"5,500.00",0,0.00,12,"45,509.22"
"SUPERGESIC TAB BLISTER",PHARMACY,Pcs.,1,420.00,0,0.00,0,0.00,0,0.00,0,0.00,1,420.00
"SUPERMAG ANTACID 200ML SUSP BOTTLE",PHARMACY,Pcs.,8,"7,551.88",25,"24,150.00",0,0.00,18,"23,400.00",0,0.00,15,"14,639.53"
"SUPERMAG ANTACID SUSP  100ML BOTTLE",PHARMACY,Pcs.,48,"27,454.35",15,"10,500.00",0,0.00,4,"4,000.00",0,0.00,59,"35,544.55"
"SUPIME (CEFUROXIME) SUSPENSION 100ML",PHARMACY,Pcs.,10,"21,450.00",0,0.00,0,0.00,0,0.00,0,0.00,10,"21,450.00"
"SUPIROCIN OINTMENT  X 1 TUBE",System,Pcs.,1,"1,500.00",0,0.00,0,0.00,0,0.00,0,0.00,1,"1,500.00"
"SUPRABETIC TAB XPACK",PHARMACY,Pcs.,1,"8,880.00",0,0.00,0,0.00,0,0.00,0,0.00,1,"8,880.00"
"SUPRADYN CAPS  X 10 X 30 PACK",PHARMACY,Pcs.,-1,"-4,500.00",0,0.00,0,0.00,0,0.00,0,0.00,-1,"-4,500.00"
"SUPRAFIT MEN X30 PACK",PHARMACY,Pcs.,3,"18,170.00",0,0.00,0,0.00,0,0.00,0,0.00,3,"18,170.00"
"SUPRAFIT WOMEN X30 PACK",PHARMACY,Pcs.,2,"12,000.00",0,0.00,0,0.00,1,"8,200.00",0,0.00,1,"6,000.00"
"SUPRAMULT CAPS  X 30 PACK",System,Pcs.,1,"6,087.50",0,0.00,0,0.00,2,"16,600.00",0,0.00,-1,"-8,300.00"
"SUPRAMULT JUNIOR SYR 100ML BOTTLE",PHARMACY,Pack.,4,"7,940.26",35,"80,000.00",0,0.00,28,"112,300.00",0,0.00,11,"29,857.14"
"SUPRAMULT PLUS CAPS  X30 PACK",PHARMACY,Pcs.,1,"7,390.00",0,0.00,0,0.00,2,"20,000.00",0,0.00,-1,"-10,000.00"
"SUPRAVISION X30 JAR",PHARMACY,Pcs.,2,"18,260.00",0,0.00,0,0.00,1,"12,400.00",0,0.00,1,"9,130.00"
"SUPREME BAR SOAP",HOUSEHOLD ITEMS,Pcs.,-2,"-1,200.00",0,0.00,0,0.00,0,0.00,0,0.00,-2,"-1,200.00"
"SURE BODY SPRAY (MIX) CAN",COSMETICS,Pcs.,-10,"-26,666.67",0,0.00,0,0.00,0,0.00,0,0.00,-10,"-26,666.67"
"SURE ROLL ON PCS",COSMETICS,Pcs.,7,"14,488.00",0,0.00,0,0.00,0,0.00,0,0.00,7,"14,488.00"
"SURE SLIM (N/F) X 60 TABS JAR",PHARMACY,Pcs.,1,"12,950.00",0,0.00,0,0.00,0,0.00,0,0.00,1,"12,950.00"
"SURE SLIM FAT BURNER X 60 JAR",PHARMACY,Pcs.,-3,0.00,0,0.00,0,0.00,0,0.00,0,0.00,-3,0.00
"SUREX NIGHT CAPS 25MG/500MG X 1 BLISTER",PHARMACY,Pcs.,31,"8,197.64",0,0.00,0,0.00,0,0.00,0,0.00,31,"8,197.64"
